federation_level,x,y,fed_y
Belgium,"Мы обращались к семейному врачу которого соц работник нашёл, русскоговорящая. Она пока полную стоимость брала, так как пока не получили карту А и нет у нас страховки.",0,Belgium_0
Belgium,"Слышала, что в Германии выдают страховку на авто сроком на 180 дней бесплатно, кто знает, в Бельгии также?",0,Belgium_0
Switzerland,"Всем привет, я не разобралась с плмощью бота, найти группу беженцев Женеве. Дайте пожалуйста ссылку или добавьте меня пожалуйста🙏",4,Switzerland_4
Switzerland,"Я тоже не могу найти инфо об этом и мне лично в центре такого не говорили. Как мне сказали - S статус, это не статус беженца, где ты обязан минимум 3 года сидеть в стране. Тут ты свободен перемещаться.",4,Switzerland_4
Switzerland,"Хочу сообщить вам новость,неутешительную…Только что встретили человека,работавшую в нашем общежитии (сейчас сменилась команда,,другая компания работает),она рассказала,что ездила смотреть возможное новое место работы…лагерь для наших беженцев.Не скажу конкретное место,но это далеко от населенного пункта,огромный ангар,без окон …Вместо обслуживающего персонала набирают здоровых мужиков.Еду будут подвозить…Такие реалии,а не сказки о дворцах через неделю",4,Switzerland_4
Switzerland,"Да вот понимаю что может быть проблема 😞 Но восстановить тех паспорт это только снова в Украину возвращаться, тяжело с детьми маленькими туда сюда ездить",4,Switzerland_4
Switzerland,"Оба родителя за два сопровождающего разве считаются?.. 🤔 Встречаю противоречивую информацию по этому вопросу... Если не сложно, дайте точную информацию. Если в силах, конечно 🙏🏻",4,Switzerland_4
Switzerland,"а для чего им безработные например? в бюджете есть сумма на такие экстренные непредвиденные обстоятельства, вот они и потратят это, а дальше незачем содержать беженцев",4,Switzerland_4
Switzerland,Підкажіть будь-ласка хто тут заїзджав в країну на автобусі через волонтерів ? Що далі ? 2-3 дні в пункті для біженців Розкажіть куди заселили і чи дали дають продукти ?,4,Switzerland_4
Switzerland,"Если вы не нуждаетесь в размещении в центре для беженцев (например, живете у знакомых), паспорт не отбирают.",4,Switzerland_4
Switzerland,"Всем добрый день ! Подскажите пожалуйста , может кто - то сталкивался. Можно ли бабушке вывезти внучек ( 6 и 10 лет)за границу, без загранпаспортов, только по свидетельствам о рождении и заявлением - разрешением от мамы о вывозе детей за границу. ?",4,Switzerland_4
Switzerland,"Людей все больше приезжает, жилья и ресурсов все меньше становится. Сейчас вам никто не подскажет актуальную информацию. Все быстро меняется. Вам постараюстся сделать максимально комфортно, но нужно быть готовыми,что лагерь для беженцев - на момент вашего приезда будет максимум комфорта. Найдут ли семью или другое жильё - никому не известно. Но постараются.",4,Switzerland_4
Switzerland,"Я не понимаю , что вы имеете в виду, но беженцам с С-статусом со счетами помогают ответственные за них социальные службы, проверено на себе.",4,Switzerland_4
Switzerland,"Тут столько беженцев было и есть всегда, никто не умер от голода или не оказании помощи- всем беженцам страна помогает",4,Switzerland_4
Switzerland,"Правда ли что невозможно получить статус S, если был предоставлен статус беженства в другой стране, при условии что его возможно отменить",4,Switzerland_4
Switzerland,"Вы уже в европейской базе, если хотите поменять страну которая вам дала убежище, то в теории это возможно, но вы должны иметь и указывать вескую причину для этого. просто так отказавшись в одной стране вам в другой не выдадут. Трудный процесс.",4,Switzerland_4
Switzerland,Может знаете: Как у вас кантоне с количеством беженцев? Сильно перегружен? Как обстоят дела на рынке труда? На сколько сложно устроиться на работу?,4,Switzerland_4
Switzerland,"Доброго дня! Підкажіть будьласка, чи можно десь наприклад в лагері для біжанців зупинитися на одну ніч в Люцерні?",4,Switzerland_4
Switzerland,"Я платила за беженцев. Никакой скидки не было, страховка не оплачивает. В оптике сказали, что много беженцев сейчас пользуется их предложением очки за 47 франков.",4,Switzerland_4
Switzerland,"Добрый вечер ! Скажите, а без загранпаспорта, с внутренней ID картой и справкой из посольства Украины подтверждении личности можно лететь в Польшу, Румынию или Венгрию, чтоб добраться в Украину ?",4,Switzerland_4
Switzerland,"Вы как беженец тут или живёте уже какое то время? Беженцам пока и так прокатит,но для местных это обязательно",4,Switzerland_4
Switzerland,"Добрый вечер!может кто сталкивался,у ребёнка 19.04,закончился срок действия детского загранпаспорта(ребёнку 5 лет)статус s подтверждение пришло,назначена время на фото и отпечатки пальцев,не будет ни каких проблем,или обязательно нужно ехать в посольство!",4,Switzerland_4
Switzerland,"То,что просят вернуть соцпомощь, это тоже правильно Деньги на соцпомощь идут из налогов местных жителей, и они тоже не резиновые. Много беженцев,много расходов. Да и вернуть просят далеко не всех, зависит от кантона и от гемайнде",4,Switzerland_4
Switzerland,"Всім доброго вечора! Сім'я біженців (мама з 2 доньками 9 та 12 років) шукаємо житло і місті 8630 Rueti ZH, або десь поруч, щоб можно було добиратись транспортом. Розглядаємо всі варіанти, але більш зацікавлені в окремому житлі (також з можливістю аренди на півроку-рік). Якщо хтось може допомогти, будемо щиро вдячні! 🙏🙏🙏",4,Switzerland_4
Switzerland,"Здравствуйте. Подскажите, пожалуйста, где в Альштатен центр регистрации беженцев? Один сегодня закрыт, но человеку нужно где-то остаться до понедельника. Куда можно пойти? Спасибо.",4,Switzerland_4
Switzerland,"Кто-то спрашивал про моЖно ли получить статус в одной стране, а потом если "" не понравится"" поменять статус беженца в другой стране. Ответ ""НЕТ""",4,Switzerland_4
Switzerland,"Интересно, вы там были или знания по рассказам других беженцев? Знания, предполагают 100% информацию. Если ""отправляют"" и ""должен"", видимо и уход за ребёнком предоставляют? Или как в СССР - на поле и ребёнок в подоле?",4,Switzerland_4
Switzerland,"На рахунок біженців не знаю, але як підете в то казіно, то беріть з собою паспорт, бо інакше не пустять.",4,Switzerland_4
Switzerland,"Только на 1-2 дня, социальные службы. Так было ещё несколько дней тому назад. Сегодня-завтра узнаю так ли это сейчас. Это чисто чтобы Вы отдохнули, и с новыми силами поехали в центр регистрации беженцев. Там Вас поселят туда, где есть место. Это может быть общага, бункер, тюрьма и т.д. Вам никто не запрещает найти жильё самому, через друзей и т.д, и туда переехать.",4,Switzerland_4
Switzerland,"Підкажіть будьласка, в сина закінчується термін дії паспорта, лише до 18 квітня. Куди потрібно звертатися з цього приводу? В кого була така ситуація ?",4,Switzerland_4
Switzerland,"Ты и твои контакты собираешься оставлять себе ca. 1500€, в месяц, если не больше! За эти деньги можно и жильё найти даже в мюнхене и питаться морепродуктами! Пришли фотки жилья если такой умный и хотябы города или перестань пытаться нае..ть беженцев!",4,Switzerland_4
Switzerland,"Здравствуйте, если у вас есть какие-либо вопросы о правах беженцев во Франции, пожалуйста, не стесняйтесь присылать свои вопросы 🇫🇷",4,Switzerland_4
Switzerland,"В закреплённых сообщениях есть ответы на 37 важных для беженцев вопросов ,пролистайте уверенна найдете ответ и на свой",4,Switzerland_4
Spain,"Из маленьких городов в Барселону - платно. А из Барселоны в Мадрид, точно бесплатно. И они могут дать билет до конечной точки,",2,Spain_2
Spain,"Через omio или ryanair (если при продаже вам дали реальные данные бронирования). Но это если билет возвратный, по базовым тарифам не предусмотрен возврат средств.",2,Spain_2
Spain,"Доброй ночи, подскажите пжалуст, а общественный транспорт (междугородние поезда интересуют) бесплатны для украинцев? Или нет?",2,Spain_2
Spain,"Здравствуйте! Хотела бы спросить, кто знает, есть ли автобусы с Польши на Валенсию/Мадрид? Где их искать или бронировать… У нас семья 4 человека",2,Spain_2
Spain,Ви в яку сторону від Марбеї? На схід чи захід? Бо 10 км це або Calahonda або Atalaya дивлячись в яку сторону,2,Spain_2
Spain,"Добрый день! Скажите пожалуйста, как добраться из Барселоны в Валенсию? Где посмотреть расписание поездов? Благодарю ❤️",2,Spain_2
Spain,"Если я не ошибаюсь, для бесплатных билетов нет такой возможности. Её можно было докупить на этапе бронирования",2,Spain_2
Spain,"Здравствуйте. 20-ого еду на машине с Одесской области во Львов,потом во Вроцлав на комфортном авто. Возьму 2-х попутчиц. Без предоплаты. Все вопросы в личку",2,Spain_2
Spain,"Народ, может кто-то знает, можно ли бесплатно съездить к друзьям в Аликанте из Мадрида бесплатно, чтоб утром приехать и вечером уехать на поезде?",2,Spain_2
Spain,"Согласна, мне тоже пришлось покупать, утром были нужные билеты, к обеду пропали. Скоро вернёмся домой 🥰♥️",2,Spain_2
Spain,1.Вариант узнать у компании перевозчика какие у неё требования. 2. Вариант ехать наземным транспортом,2,Spain_2
Spain,Здравствуйте подскажите пожалуйста может кто будет ехать из Одессы в Испанию?в ближайшее время) пожалуйста напишите,2,Spain_2
Spain,"Привет всем👋, ищу авто🚗 в аренду поиесячно Интересует автомат, остальное не важно)) Авто нужно для поездок в детский садик🏘 и в магазин. Буду рад вашим вариантам. Телеграм, Вотсап +380968470986",2,Spain_2
Spain,"Друзья! Помогите , не могу найти информацию по РЕНФЕ. Есть , может сылка на информацию ? Уже нельзя взять билеты бесплатно? Спасибо заранее",2,Spain_2
Spain,"Добрый день, подскажите пожалуйста в аэропорту Барселоны можно купить билеты в кассах или это нужно делать только онлайн? И если да, то может кто-то знает до скольки работают у них кассы",2,Spain_2
Spain,"Добрий день!Всіх зі святом!Живу в Аліканте,підкажіть чи можливо поїздом добратись до Польщі ,Кракова ,де можна подивитись розклад поїздів,і сполучення між країнами ЄС,дякую.",2,Spain_2
Spain,У меня подруга с мамой и двое детей едут в поезде на Львов а потом даже не знает как добраться до Польшы. Потом им нужно искать автобус или поезд в валенсию или по окрестностям. Подскажите пожалуйста как быть,2,Spain_2
Spain,#мой_опыт До Жирони можна взяти безкоштовний білет на потяг (туди/назад). Видають безкоштовні білети лише на вокзалі Barcelona Sants,2,Spain_2
Spain,"Добрый день! Нужно уехать по делам в другой город с Мадрида, скажите, пожалуйста, проезд в поездах бесплатный для украинцев ещё? И на каких условиях, если да",2,Spain_2
Spain,"Не розумію що в документі, але ми з Барселони до Аликанте їхали потягом Renfe безкоштовно. В касі сказали що ми з України. У нас взяли паспорти і видали квитки.",2,Spain_2
Spain,"Підкажіть, будь-ласка, чи дають зараз безкоштовні квитки з Барселони до Валенсії туди і назад? Можливо хтось нещодавно їздив",2,Spain_2
Spain,В метро есть терминалы там можно купить и пополнить карту на автобус и метро! Там есть сотрудники метро они помогут!,2,Spain_2
Spain,"Добрий день! Підскажіть ,будь ласка, чи можу я придбати безкоштовний квиток онлайн на поїзд renfe з Малаги до Барселони? Чи це тільки в касах ж/д?",2,Spain_2
Spain,"No soy Ricardo pero a que ayuda te refieres? Si es económica no. Dan donde dormir, comer, transporte gratuito y higiene. En dada situación creo que es más que suficiente. Al caballo regalado...",2,Spain_2
Spain,"Добрый день! Читала в чате, что можно взять бесплатный билет по Испании из Барселоны. А кто-то брал в Мадриде билет на поезд в маленькие города?",2,Spain_2
Spain,"Сегодня, воскресенье в раёне 18.00 еду с Аликанте на Валенсию вдоль побережья. Кто желает присоединиться?",2,Spain_2
Spain,"Подскажите пожалуйста, проезд на поездах 🚆 renfe внутри страны - платный? Сколько примерно может стоить проезд? Спасибо большое!",2,Spain_2
Spain,"Потяги не безкоштовні для туризму. Лише кілька конкретних потягів, які допоможуть українцям дістатися до кінцевого пункту призначення",2,Spain_2
Spain,"Доброе утро, подскажите, пожалуйста, ещё есть возможность бесплатно добраться из Аликанте до Барселоны на поездах renfe или уже отменили бесплатные билеты?",2,Spain_2
Spain,"Добрый вечер! Подскажите пожалуйста, на сколько четко по расписанию ходят автобусы Alsa? Совпадают ли рейсы с расписанием?",2,Spain_2
Spain,"Доброго дня! Проконсультуйте, будь ласка, щодо проїзду по зонах Барселони і не тільки. Наприклад, 2 варіанти: 1. в мене є проїздний на 3 зони, мені потрібно проїхати до 4ї зони, як сплатити різницю? 2. В мене є квиток до станції з пересадкою, на станції я сідаю у потяг далі, не виходячи за турнікет. Де взяти квиток на другий потяг? Дякую.",2,Spain_2
Spain,"Добрый день! Подскажите, как с проездом в общественном транспорте? Платный/бесплатный для Украинцев?",2,Spain_2
Spain,"Доброй ночи Давно не читал чат, и спросить не у кого, подскажите с Франции в Испанию и обратно, поезда бесплатные для украинцев?",2,Spain_2
Spain,"Ми на цьому тижні їздили потягами Ренфе у справах, квитки у касі отримали безкоштовно в день від'їзду в обох напрямках. Деякі пишуть, що питають за причину для безкоштовного проїзду, але в нас не запитували, ми надали українські закордонні паспорти та нам вибили білети",2,Spain_2
Spain,"Кто может посоветовать как добраться до Валенсии из Мадрида или Барселоны на поезде или автобусе? Сколько стоит, время пути и другие нюансы...как лучше ехать?",2,Spain_2
Czech Republic,"Сьогодні у своєму садку спитала, то сказали, що вистачить подзвонити вранці або прийти до них і записати у журнал спеціальний, від лікаря нічого не треба. Називаєте ім'я своє, дитини, і кажете є немоцна (хвора). Думаю, вистачить )))",0,Czech Republic_0
Czech Republic,У моєму розумінні їм пофігу що там у бланку головне - номер страховки і підпис особи. Якою мовою вони будуть написані - вирішуйте самі,0,Czech Republic_0
Czech Republic,"А не проще ли сходить в страховую, сделать всё там и быть уверенной в этом на 100%?! Мне так гораздо проще.",0,Czech Republic_0
Czech Republic,"Спасибо. Мы записались только на консультацию в fortmedika на 16.11,долго ждать консультацию. С нашими симптомами нужно быстрее",0,Czech Republic_0
Czech Republic,"Для дорослого я поки уявляю, що звернусь за необхідністю. А для дитини у пошуках, бо потрібен огляд профілактичний, довідка, вакцінування за графіком...",0,Czech Republic_0
Czech Republic,"в закрепе есть больницы по городам ua points, я ходила туда, когда отвечают что такого не делают или заняты, спрашивайте у них а куда можно? и они подскажут. мне нужна была справка на работу, пол дня и готово) пришлось правда побегать, только на 3 адресе повезло)",0,Czech Republic_0
Czech Republic,"Отже там чітко написано ""(13) Туристичне медичне страхування відповідно до пункту 6 розраховане на тимчасовий строк у 5 років з моменту набрання чинності Законом право надавати виключно Поджишівна VZP, а.с."". Вибачте, але Закон набрав чинності у 1999 році!!!! Зараз, якщо я не помиляюся 2022 рік!!!",0,Czech Republic_0
Czech Republic,"Я о стоматологии за деньги. А не о любом. Завтра, это образно, ну, на неделе можно. Но не ждать месяц- два не пойми чего…",0,Czech Republic_0
Czech Republic,"Отнести нужно будет в страховую документ, что Вы стали на учёт. Государство будет покрывать страховку. А какие ещё выплаты? С какой радости? Вы здесь до этого работали и делали отчисления, чтобы получать выплаты по безработице?!",0,Czech Republic_0
Czech Republic,"Я ставала, вже народила. Просто лікаря гінеколога знаходите собі і ходите на огляди, як він скаже. Решту він вам розповість )",0,Czech Republic_0
Czech Republic,"Кусали. Если нет ореола, то просто надо следить за ребенком дальше. Нам так в больнице сказали: если в течении 3х дней температура не повышается, значит все в норме.",0,Czech Republic_0
Czech Republic,"Доброго дня!Чи є тут хтось,хто нині заповнював електронну форму продовження страхівки медичної?Що Ви писали ,де є зв’язок з дитиною,бо пріоритету мама немає:батьківщина,дідусь,близький родич,інше.Не позначила нічого і показало помилку.Що вибрати?",0,Czech Republic_0
Czech Republic,На основании чего была закрыта страховка? На что ссылались? Я просто сейчас веду переписку со страховой и они в полном отказе,0,Czech Republic_0
Czech Republic,"Десь через тиждень-два надішліть їм листа ""прошу повідомити результати розгляду моїх заяв від...."". Вони мають відповісти, що Ваша страховка закрита з...",0,Czech Republic_0
Czech Republic,"В школі навчають шукати інформацію самостійно і у вузі теж, а ще є наука логіка Який сайт? А яка у вас страхова компанія? Вони ж можуть бути різні. А на вашій страховці написано назву страхової і можливо адресу сайту, а як не написано, зайдіть в google, б-ха",0,Czech Republic_0
Czech Republic,"Мария, з власного досвіду. Сина 9р. вкусив кліщ, зняли через години дві. Далі поіхали в швидку, лікар виписав антибіотики відразу. Я самостійно вирішила їх не давати. Через два тижні - сил нема, лімфовузол на шиї збільшився, вялий, апетиту нема. Повезли в інфекційну, після здачі всіх аналізів, (які нічого не показали, до речі, що може бути якщо імунна функція слабка, наш варіант) пройшов курс в стаціонарі. Рік розгрібали далі. Бо загальний стан став гірший ніж був. Так що, буває і таке. Хай буде здорова🙂",0,Czech Republic_0
Poland,"Всем Доброго Утра!!! Варшава!!!Прошу помощи в нахождении жилья,мы 4 взрослые девушки +девочка подросток,не за бесплатно,но, и не за все деньги мира.",1,Poland_1
Poland,"Доброго вечора, Допоможіть знайти безкоштовне житло 2 жінки і 4 дитини (3,3,5 і 12 років) бажано з роботою. 14.03 будемо в м. Хельм. Дякую за допомогу.",1,Poland_1
Poland,"Варшава, ищу жилье( можно с подселением) , ищу работу с жильем, одна женщина, загранпаспорт , , последние годы работала горничной, согласна на любую другую работу..",1,Poland_1
Poland,"Добрый день. Кто может приютить в Варшаве? многое не нужно, лишь спальное место. Остальные расходы еды, одежды и тд не нужны",1,Poland_1
Poland,"Добрий ранок! Шукаю житло на 4х осіб на 1-3 місяці. Краків, Катовице, Вроцлав, Познань, Бельзко Бяла. Гроші є, розгляну усі варіанти. Будь-ласка, напишіть, сюди або у вотсап +380676662896.",1,Poland_1
Poland,"Здравствуйте,ищу семью в Польше или Чехии ,мамочка и ребёнок 2 с половиной года,пожить какое-то время",1,Poland_1
Poland,"Добрый день. Нужно жильё в Лодзе, за разумные деньги, можно с кем-то пополам. Нас одна женщина и один ребёнок 13лет",1,Poland_1
Poland,"Помогите пожалуйста с арендой жилья Пневы или Шаматулы 2 девушки и два ребенка 1,5 года и 7 лет . Мой номер 791081471",1,Poland_1
Poland,"Добрый день, семья 3 человека, мама, 40 лет, и дети 20 и 17 лет, плюс французский бульдог 10 мес. Мама уже работает, ищут комнату или кавалерку. Варшава. Спасибо. Желательно бюджетное с разбивкой кауции.",1,Poland_1
Poland,"Добрий вечір Знаю що в Варшаві є велика проблема з місцями, але чи знайти житло хоча б на кілька днів для жінки з дитиною?",1,Poland_1
Poland,Будем в Кракове 14 марта Ищем арендовать квартиру 3 комнаты ( 2 спальни ) Нас 3 взрослых ( женщины ) и 2 детей (11 лет и 2 годика ) + собака маленькая Кто может помочь с арендой квартиры напишите пожалуйста 🙏🏻,1,Poland_1
Poland,то может забрать завтра в районе после обеда женщину с восьмилетним ребенком с перехода Рава Руська и довезти до первого большого немецого города с ж/д сообщением? Спасибо большое Kann j-d morgen gegen Mittag eine Frau mit einem 8jährigen Kind vom Grenzübergang Rava Ruska abholen und nach Deutschland (erste großer Ortschaft mit der Bahnverbindung) befördern? Danke!,1,Poland_1
Poland,"Помогите, пожалуйста, с жильём в Кракове. Я беременная, муж, ребёнок 3 года и бабушка. Хотя бы на первое время",1,Poland_1
Poland,"Добрий вечір Я з сестрою та її донькою (16р) шукаємо житло, бажано місто ( або передмістя). Гарантуємо порядність та чистоту , можемо допомагати по дому , смачно готуємо. Також, шукаємо роботу, можливо щось блище нашій спеціальності. Я юрист , сестра майстер стиліст ( перукар). Будемо раді та вдячні будь якій інформації та допомозі. плануємо їхати через 2 дні. Дякую 🙏🏻😌",1,Poland_1
Poland,Нужно жилье для семьи с детьми в варшаве! Соответственно за деньги! Пишите в личку! Спасибо заранее!,1,Poland_1
Poland,"ищу жилье в Польше. семья 3 человека (я, моя мама и сын). с нами животные (2 кошки и маленькая собачка. лотки и все остальное есть). помогите, пожалуйста, с вариантами",1,Poland_1
Poland,"Доброго дня! Шукаю окреме житло під Краковом для сім’ї з України, готові оплачувати. Буду вдячна за пропозиції!",1,Poland_1
Poland,"Добрий вечір! Вчора з мамою, сином, двома таксами та котом приїхали до Кракова. Знайомі допомогли з житлом на 9 днів. Наразі нам потрібна допомога, щоб знайти житло, де приймуть з тваринами, ми готові платити, в рамках розумного.",1,Poland_1
Poland,"Ищем жилье до конца марта или на дольше для 2 мам и 4 детей (5,5 лет, 5,5 лет, 9, 11). Рассмотрим Варшаву или близ лежащие города",1,Poland_1
Poland,Добрый вечер! Если кто-то может помочь с жильем в Кракове начиная с 13 марта - будем очень благодарны. Возможно за оплату. Я и дочь (13лет),1,Poland_1
Poland,"Краков, нужно жилье на 1-2 ночи. 3 взрослых 2 ребенка, кот. Сейчас. Готовы оплатить в разумных пределах",1,Poland_1
Poland,"Здравствуйте! Мне нужно найти жильё не меньше чем на месяц на трое человек (две особи женского пола и один мужчина). Также нужна работа. Работа нужна для девушки 18 лет, женщины 59 лет и если возможно для мужчины 62 года... Желательно в Кракове, хотя подойдёт любой город. Мой номер польский: +48 732 618 664 либо напишите в личные. Пожалуйста, помогите 🙏",1,Poland_1
Poland,"Здравствуйте помогите пожалуйста 4 девушки и два ребёнка 4 и 6 лет ищут жильё в Варшаве,очень прошу вас помоч 🙏",1,Poland_1
Poland,"Добрый день, нужна помочь с жильем и с работой в Польше. Едем я(совершеннолетняя), мама и сестра 11 лет",1,Poland_1
Poland,"Нужна ,квартира или комната в Польше желательно в Варшаве А там уже ,без разницы где Главное чтобы была криша над головой",1,Poland_1
Poland,"Добрый вечер! Помогите пожалуйста! Очень нужно жильё в Варшаве сегодня на 1 ночь для моей семьи: мама, тетя и бабушка Если у вас есть контакты волонтеров которые могут помочь - поделитесь пожалуйста 🙏🏻",1,Poland_1
Poland,"Шукаю 1 або двокімнатну квартиру в Кракові. Або хто в курсі зорієнтуйте що тут цінах, будь ласка. Чи реально знайти без ріелтора? Куди не дзвонив сьогодні або здано або ріелтор 😱",1,Poland_1
Poland,"Добрый день! Подскажи, нужна помощь. Девушке с ребёнком нужно жильё. С нынешнего выгоняют. Рассмотрим все варианты. На данный момент находятся в Вроцлаве. Спасибо",1,Poland_1
Poland,"Здравствуйте.Помогите пожалуйста, мы с Украины приехали в Варшаву.Нужно жилье две мамы и трое деток .Нам дали жилье только на 3 дня.У кого есть номера валантеры которые могут помочь нам с жильем.",1,Poland_1
Switzerland,"Всем привет, кто ездил маршрутом Бернина экспресс или другими панормаными поездами, маякните в личку, пожалуйста, я хочу посоветоваться)",2,Switzerland_2
Switzerland,"Верно, это на весь общественный транспорт в определённой зоне. Да, можно покупать месячные абонементы на одну или несколько зон, поезда в эти зоны тоже входят.",2,Switzerland_2
Switzerland,"Около 5-6 пересадок надо будет сделать на поезде. Но кто-то и билеты на самолёт покупает, кто не хочет заморачиваться.",2,Switzerland_2
Switzerland,"Погуглите ""sbb halbtax"". Фактически действует как скидочная карта, позволяющая покупать одноразовые билеты по половинной цене на большие расстояния (на короткие скидка меньше)",2,Switzerland_2
Switzerland,"Друзі! Застрягли в Парижі. Не має квитків безкоштовних. Підкажіть будь ласка, хто добирався. Писали колись тут у групі, що є якісь поїзди безкоштовні.",2,Switzerland_2
Switzerland,"Ехал 3 дня назад,с Базеля в Дортмунд,3 пересадки было,везде показывал паспорт,но на последнем поезде сказали,что у вас должен быть билет с кассы,но всё равно разрешили ехать,как бы предупредили.",2,Switzerland_2
Switzerland,"Есть какой-то перевозчик забрать человека из Одессы в любой город Щвейцарии? Напишите, плиз , в личку",2,Switzerland_2
Switzerland,"Добрый вечер, всем. Подскажите, кто знает как добраться с Одессой до фрибурга( не через Польшу), может поезд или бусом. Спасибо",2,Switzerland_2
Switzerland,"Подскажите ещё, пожалуйста, можно ли в Швейцарии, пользоваться городским транспортом бесплатно украинцам?",2,Switzerland_2
Switzerland,"Нет, Вы неправильно поняли. Речь шла о проезде на поездах и другом общественном транспорте. Все виды транспорта платные. Не важно, транзит это или первый въезд.",2,Switzerland_2
Switzerland,"Там рядом должна быть автобусная станция Но лучше ехать поездом с пересадками, и быстрее и комфортнее и безопаснее",2,Switzerland_2
Switzerland,"Да, мой опыт также показал, что по украинскому паспорту все бесплатно. Трамваи, поезда по Швейцарии без билета. Поезда из / в Шв также бесплатно, но билет нужно брать на кассе",2,Switzerland_2
Switzerland,"Ребята, добрый день! Кто едет из Украины в Базель или рядом… Очень прошу помощи!!! Привезите пожалуйста наш- ЦЫТРАМОН! Можно в личку написать! Расчитаюсь! Благодарю Елена",2,Switzerland_2
Switzerland,Добрый день .Хороший маршрут -Одесса -Кишинев (автобус)везут прямо в аэропорт -Wizzair-Кишинев -Базель-прямой рейс .Если брать билет заранее -то недорого.,2,Switzerland_2
Switzerland,"По Германии бесплатно внутренние поезда (типа электричек), скоростные платные, но если вы впервые вьезжаете, то можно получить бесплатный билет (посмотрите на сайте DB условия)",2,Switzerland_2
Switzerland,В поездах есть как и первый класс так и 2-й . Вам садиться бесплатно в любой поезд 2 класса и только внутри страны,2,Switzerland_2
Switzerland,Всем привет) Говорят что с 1 числа билеты на поезда и общ транспорт платные Кто то слышал об этом? Правда ли?),2,Switzerland_2
Switzerland,"Скидок нет, Халбтакс это по личному желанию. Если вы планируете много ездить,тогда он вам пригодится для экономии при покупке билетов.",2,Switzerland_2
Switzerland,"Добрый день. Подскажите если возле поезла указано IR15, красным цветом. Что это значит и имеем ли мы право бесплатно передвигаться на этих поездах?",2,Switzerland_2
Switzerland,"Была на вокзале в Муртене - сказали покупайте билеты То есть официального закона нет. Бесплатно могут пару раз пропустить типа если ты говоришь что ты в безысходности или что-то такое, но на регулярной основе нет пока что ничего такого",2,Switzerland_2
Switzerland,"Добрый вечер подскажите пожалуйста как добраться к вам с Одессы , с ребёнком , без загран пасспортов",2,Switzerland_2
Switzerland,"Такой же билет не должен менять цену... Либо предыдущий был Supersaver, а не Point-to-point, либо туда-обратно вместо одного направления, либо другой маршрут (другие промежуточные точки), либо другой класс (1ый вместо 2го).",2,Switzerland_2
Switzerland,"Бесплатно не обязательно стоять. Брали из Варшавы на Берлин, на завтра было только стоять, а на послезавтра с местом.",2,Switzerland_2
Switzerland,Добрый день. Есть у кого-то опыт покупки билетов на поезда международного следования из Швейцарии онлайн со скидкой для украинцев?,2,Switzerland_2
Switzerland,"поезд, самолет. Поезда TGV Lyria вроде бесплатно для украинцев, но не совсем понимаю как оформлять проезд при єтом",2,Switzerland_2
